index,filename,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
17,images/reliable/00c59e651198849ae1f4dc0949ff368f8ee1c022.jpg,1560,1040,256,7241.0830,161.4984,0.0000,255.0000,74.8493,236100,1.0000
18,images/reliable/00db9f52bbcd5b44e4094b31f17eacd7e41f98c9.jpg,215,130,238,2514.1177,221.4369,10.0000,255.0000,43.5235,4947,0.9245
19,images/reliable/00e2f1be9bebcebc33fc5e36c980f88e98c22d3b.jpg,408,60,255,9130.3213,155.1792,0.0000,255.0000,118.1501,6484,1.0000
20,images/reliable/00e842ac3d2bfe70d74f101e842c45bf8fae8875.jpg,1024,683,256,779.0185,188.6273,0.0000,255.0000,42.0369,80783,1.0000
21,images/reliable/00f0a327c20bbc49e4805ee64a89d6a9e8ef8b35.jpg,1024,575,256,1672.4871,97.3410,0.0000,255.0000,66.5047,89058,1.0000
22,images/reliable/00f0d304389ae7d373d117842678305c19f748a7.jpg,754,424,251,939.6363,121.8632,0.0000,255.0000,28.9832,25952,1.0000
23,images/reliable/00fe39086f9ab867fe36cd1a2d60c9512f1e0432.jpg,2400,1600,256,15427.9326,104.5041,0.0000,255.0000,63.1372,917238,1.0000
24,images/reliable/011be8a69c628f088751fcd08211fb2c462d8cf6.jpg,700,467,256,11525.8535,129.3499,0.0000,255.0000,81.8028,98234,1.0000
25,images/reliable/014007ed4254e6b1dbc2894bfe1738515c3e9d0c.jpg,960,540,254,9310.6133,72.2231,0.0000,255.0000,56.1863,197116,1.0000
26,images/reliable/015e06a8cb0535d40a1e15665b8d48873b10592f.jpg,2592,1728,256,3314.4302,69.8941,0.0000,255.0000,63.0899,210465,1.0000
27,images/reliable/0166025976d399cd46193091d528a792e33a0589.jpg,218,150,256,3182.5688,161.0147,0.0000,255.0000,66.8620,12359,1.0000
28,images/reliable/016ebd6f54e9d20dc8f22f58950a42f70f261bf3.jpg,480,375,256,838.0798,130.2236,0.0000,255.0000,86.0834,18736,1.0000
29,images/reliable/0178e773966f51aea02ce67a29cf2b821e075fd6.jpg,992,661,256,10073.0938,125.8568,0.0000,255.0000,90.6680,121279,1.0000
30,images/reliable/01987575dae48e2d677898c180e7ebd8f36b5a50.jpg,1296,728,255,2588.8787,110.4076,0.0000,255.0000,73.3887,110032,1.0000
31,images/reliable/019ec80b673880df2b4f5bf08d8f8dc938ab600e.jpg,2160,1440,256,7523.1831,152.5071,0.0000,255.0000,81.5150,422933,1.0000
32,images/reliable/01ab12acf29f582dc1604a8d7dd01585b480afb6.jpg,1155,648,256,7947.9873,91.3883,0.0000,255.0000,59.1558,236390,1.0000
33,images/reliable/01ad4f1a89c8a18453a489f6713732f02a864d63.jpg,2400,1600,230,667.8984,24.6695,0.0000,241.0000,24.0635,205487,1.0000
34,images/reliable/01b0662cbac52b4cd17e9f682eec479b96a73aeb.jpg,80,80,256,3212.5623,79.0386,0.0000,255.0000,47.7536,1514,1.0000
35,images/reliable/01c47368e0817bff0e5b1f094984c8b2b47d2ace.jpg,1200,630,256,1961.6304,92.9361,0.0000,255.0000,61.4673,114295,1.0000
36,images/reliable/01c4c1644ec1543133b95d50a7e2ce7c9155d70a.jpg,480,331,255,1067.6837,95.1003,0.0000,255.0000,57.9620,34033,1.0000
37,images/reliable/01c6065692a5c9b2bd971bf61bfda9f4a2a024a7.jpg,6130,4087,256,6334.1440,56.5675,0.0000,255.0000,58.8228,6652161,1.0000
38,images/reliable/01e7553403c18cbc285518a57783cac2fcfc4b8f.jpg,960,634,256,8693.9111,80.6691,0.0000,255.0000,63.9911,117480,1.0000
39,images/reliable/01e7d5240dab8fce628b4acaa547740f889732e2.jpg,1155,648,256,2057.7449,152.1480,0.0000,255.0000,65.7724,107442,1.0000
40,images/reliable/01f99b13614fac9af1def049f877c1d2d84d9202.jpg,1024,575,256,25351.6992,213.5073,0.0000,255.0000,66.5083,147149,1.0000
41,images/reliable/01ffe2a2216e7a261ad81e18c6c3266b50ff7ee4.jpg,1620,1080,256,10538.2100,121.3759,0.0000,255.0000,73.4380,335898,1.0000
42,images/reliable/024092ae76b55a4755d77943d33eb07835b9aee2.jpg,700,390,256,1060.3622,119.5457,0.0000,255.0000,53.6443,79707,1.0000
43,images/reliable/0254b0f1051f904318fd588c0453c9c5992730e0.jpg,2400,2400,256,4005.6985,93.9025,0.0000,255.0000,72.4878,611002,1.0000
44,images/reliable/0263c55757b31868e65c1445995f0fe522bf2398.jpg,196,196,256,517.6016,161.5220,0.0000,255.0000,85.9672,5265,1.0000
46,images/reliable/027d302ce7e408ac3ee001ab8f6550ac9b8ab64c.jpg,1600,1067,256,2584.5276,116.3566,0.0000,255.0000,76.4948,223789,1.0000
47,images/reliable/0287d3c7cab2e8841826eaeee4e68e2c560e23c2.jpg,600,450,256,4597.2529,107.7933,0.0000,255.0000,48.6199,56105,1.0000
48,images/reliable/02951bcbe2ac93032a8ec0e6cac7e8be4f2de379.jpg,1024,576,256,3640.0654,66.1939,0.0000,255.0000,66.2813,65818,1.0000
49,images/reliable/0297fd670a0e4dc41eacbbd0e2351a5ae283cf86.jpg,100,100,256,1136.8445,136.4530,0.0000,255.0000,76.3515,4307,1.0000
50,images/reliable/029e428beb9ce741ec7509c10244d764fef13651.jpg,1024,575,256,1058.3496,163.4365,0.0000,255.0000,64.4113,67159,1.0000
51,images/reliable/02a40188884cf63e392d7479fc1e244fc130065d.jpg,780,439,256,6473.5181,206.5012,0.0000,255.0000,53.9344,32969,1.0000
52,images/reliable/02aa801823f141f4f29b5c6aa0797a3d19f86c69.jpg,640,360,256,2431.7996,63.5513,0.0000,255.0000,61.0646,30523,1.0000
53,images/reliable/02b8bb6913006fb233a5d06552b007882714e08f.jpg,700,390,256,20500.7402,179.9552,0.0000,255.0000,81.1313,130465,1.0000
54,images/reliable/02c5cda508601c5349000ec652e3c63480ebc961.jpg,960,640,256,1440.2419,89.0589,0.0000,255.0000,59.2264,53879,1.0000
55,images/reliable/02d476c1a975824f69ae5d2d4e50db8d8d464376.jpg,992,659,256,10241.4014,90.8623,0.0000,255.0000,75.0084,146989,1.0000
56,images/reliable/02d8561e6f71f3b0967992e4b1f151dddd54f3bb.jpg,1100,824,256,2075.8682,74.4456,0.0000,255.0000,48.7198,28381,1.0000
57,images/reliable/02df7c0aa74af2026dcdbb01703462ebc490ae95.jpg,215,130,241,2544.1147,221.7767,1.0000,255.0000,45.1471,4445,0.9922
58,images/reliable/02df948428fa27377d505a0299c61ea7c356382f.jpg,1155,648,256,3565.1929,140.2481,0.0000,255.0000,70.5962,133743,1.0000
59,images/reliable/02e0138e3a9d1c6a25840e94dca47ec8dfae50ef.jpg,380,253,256,24350.4238,147.1182,0.0000,255.0000,63.6192,50563,1.0000
60,images/reliable/030df6b4b003ee7c0db3fd933a916fc32f907ab6.jpg,314,160,256,3980.6772,82.0608,0.0000,255.0000,61.2379,14695,1.0000
61,images/reliable/030fc27cd0c3482b1ea948891763cfd01d51d97e.jpg,288,216,232,484.6099,148.0428,23.0000,255.0000,32.0714,109174,0.8345
62,images/reliable/031c55d6646936e46aa7d0e15a48ad337d30685b.jpg,700,525,256,1576.0975,117.9730,0.0000,255.0000,66.1275,37479,1.0000
63,images/reliable/03223b8dbe4965fd4a79e82ec495c277a707719e.jpg,215,130,242,3034.0413,221.2371,0.0000,255.0000,44.8520,4832,1.0000
64,images/reliable/032b9d8c9f2897f8ec29422a02b02cc8dcbbf906.jpg,100,100,256,1947.1680,96.3211,0.0000,255.0000,57.6806,2205,1.0000
65,images/reliable/032d70a36c92d2dc35341cb222373295bd757fb8.jpg,215,130,248,4039.6470,224.2662,3.0000,255.0000,43.1246,23092,0.9767
66,images/reliable/034714d19e42c356efd2efbf75e2405bd9a13c7e.jpg,1666,937,256,3146.9561,139.0719,0.0000,255.0000,84.2023,163616,1.0000
67,images/reliable/0359b851f01504c2c03cff3fcbe4c3c8bb748bd9.jpg,200,133,256,2449.0444,197.0587,0.0000,255.0000,57.3308,6823,1.0000
68,images/reliable/035bb01036930754b79490d020aff86dea3dc4af.jpg,288,216,235,303.3396,148.0598,17.0000,255.0000,31.7344,8218,0.8750
69,images/reliable/0368b12a23d8f580e1baa0cf114242b63c9e9b88.jpg,754,503,256,6413.0659,105.0900,0.0000,255.0000,69.3205,54572,1.0000
70,images/reliable/037179f5ff6d2f73fdd942bc07d7d35030cdd3ff.jpg,3900,2600,256,5177.6016,44.6069,0.0000,255.0000,59.8412,973924,1.0000
71,images/reliable/03717c748b906d929518849b2c71f9c9ca4b21c4.jpg,85,85,66,109.8526,219.0293,187.0000,255.0000,28.0481,1429,0.1538
72,images/reliable/0371cb7c909cca437487ca18a6d91c8dec278c4d.jpg,1200,630,252,938.2168,141.6184,0.0000,255.0000,59.1717,69420,1.0000
73,images/reliable/037257a67ecda24b2c22f868cd7c95a99c695a03.jpg,600,450,256,1704.8766,97.5032,0.0000,255.0000,55.7986,32725,1.0000
74,images/reliable/037d3c73ac7febf1bd7fb3eefba5c4e895e62813.jpg,660,440,256,3939.5828,39.6401,0.0000,255.0000,66.1375,44632,1.0000
75,images/reliable/0386d7de108643050f8fa297edee013ee001334f.jpg,60,60,256,6280.4429,61.0946,0.0000,255.0000,79.6915,1692,1.0000
76,images/reliable/0387c01961b3e1fa981e050bf2a103d3af974cfa.jpg,1200,630,256,3158.6040,91.0532,0.0000,255.0000,61.5469,121082,1.0000
77,images/reliable/039c71738e0cb74afa162faa0a7d7e9aed89a577.jpg,754,503,256,14494.7588,106.8220,0.0000,255.0000,85.4232,72782,1.0000
78,images/reliable/03a64cc6429710c096fc1d58ff541f0d1651cb77.jpg,600,450,256,3372.1614,118.0807,0.0000,255.0000,58.3696,50469,1.0000
79,images/reliable/03ad8f512a4a13a651c7c94e0641aea5c31cc1d3.jpg,3000,2000,256,7955.6216,77.9624,0.0000,255.0000,49.8307,2498641,1.0000
80,images/reliable/03b0a5b36d4d712bae18c9520437fc6276c95bf2.jpg,600,450,256,1547.2490,142.8560,0.0000,255.0000,72.0594,32941,1.0000
81,images/reliable/03b502ee23e1217acea19f51ea07f18dd0f144d8.jpg,1155,649,256,1802.2839,161.9180,0.0000,255.0000,81.4318,77601,1.0000
82,images/reliable/03b60915ef1e2befa55c2497407d16e133561643.jpg,1600,1531,222,2220.3367,225.6163,29.0000,255.0000,49.9326,79484,0.7958
83,images/reliable/03bdca294e8e67c6f0dd239e919ac8a0973816e8.jpg,1100,732,256,1608.4825,147.5856,0.0000,255.0000,76.3166,55736,1.0000
84,images/reliable/03eef1852256c9c239f7f911533d74ece65e0afd.jpg,1200,749,256,2062.5442,213.7902,0.0000,255.0000,57.7699,61662,1.0000
85,images/reliable/03fa9acff3123754eb1d82bb498090c68a634649.jpg,1024,503,256,3277.7129,221.0884,0.0000,255.0000,62.2331,44524,1.0000
86,images/reliable/0414d31c202612df4a71f89983f317cfcdb008e5.jpg,480,489,218,464.2479,102.5964,0.0000,223.0000,60.3430,23899,1.0000
87,images/reliable/0415e805220f530afaa438f50c932922a18dbfa4.jpg,1024,683,256,5482.2231,129.8373,0.0000,255.0000,84.0448,144331,1.0000
88,images/reliable/041f07ece0a74d6934f095d2b4cb379f99956943.jpg,80,80,246,1013.3508,126.9996,0.0000,246.0000,51.7740,2274,1.0000
89,images/reliable/042e7b7fb52ee052678d49c320ee4c0300a31697.jpg,1160,773,256,1047.0146,120.1798,0.0000,255.0000,57.9442,74270,1.0000
90,images/reliable/043fb6640f8db2b81fb05ed6af991657ff11c11f.jpg,873,873,256,6948.9541,75.2185,0.0000,255.0000,69.9995,156562,1.0000
91,images/reliable/0443609b463eb9e2f598b9f5e210ccdac3b32d90.jpg,600,450,256,2397.9033,138.2458,0.0000,255.0000,63.6316,25491,1.0000
92,images/reliable/0449e5750a45a36e5b849a122151af22d116d388.jpg,2400,2398,256,5771.1206,97.2264,0.0000,255.0000,60.7274,754249,1.0000
94,images/reliable/0455cca20e94f34a7bbb6febe620fd3b1577b837.jpg,150,100,256,2709.6184,116.8096,0.0000,255.0000,65.2364,6680,1.0000
95,images/reliable/0464fa3bb5bd728bebe5c9aab097139b546278c1.jpg,1200,626,256,9162.2412,200.0332,0.0000,255.0000,64.2612,251463,1.0000
96,images/reliable/046aabc9bb1402af939190c036fb51eca98924e6.jpg,2835,1890,256,1347.3929,97.9339,0.0000,255.0000,49.9799,1093706,1.0000
97,images/reliable/046d8ccccafd7bd773791b490e709a5dfaf82fb4.jpg,1160,773,256,6837.0688,72.7133,0.0000,255.0000,62.6515,126543,1.0000
98,images/reliable/0478819f123b426aa8f11dd70bbf95b3c6543993.jpg,2400,1600,250,2951.3665,230.0249,0.0000,255.0000,42.5310,514805,1.0000
99,images/reliable/04876eb3946b10623e30b326986439aeb94ffc75.jpg,1024,666,256,9857.0732,170.2444,0.0000,255.0000,68.7150,130193,1.0000
100,images/reliable/048cabc50ac82330a421655ac046ec717bea1aba.jpg,4897,3618,252,2789.1033,201.5768,0.0000,255.0000,53.8123,3984207,1.0000
101,images/reliable/0494d242969082ebfcbb7ede91b62358073c43b9.jpg,750,500,256,1459.9963,106.5501,0.0000,255.0000,69.9973,37120,1.0000
102,images/reliable/049e02aff74d0ab0534bcf3c610ce0284c9e47c0.jpg,11,14,144,32205.7773,182.2727,32.0000,255.0000,56.9977,748,0.7770
103,images/reliable/04a4e38bb6ea5e081c6d73f156d645791f073a0b.jpg,2000,1125,255,2082.5447,50.2870,0.0000,255.0000,40.2729,283092,1.0000
104,images/reliable/04aa018900d707fc2689e51f43a9bd5b057f391c.jpg,1024,683,256,2586.3379,117.4822,0.0000,255.0000,64.2944,112319,1.0000
105,images/reliable/04aa45ad27d5b5326d544dcd348b6d81d0e3bae8.jpg,1024,788,62,353.7504,211.7498,194.0000,255.0000,19.8888,22240,0.1359
106,images/reliable/04b465849ef4b4f42d368e4ff9bc09d7825377a2.jpg,1100,618,256,2728.0735,99.6489,0.0000,255.0000,66.4501,23928,1.0000
107,images/reliable/04b73a7cd2aa3873e44077c541b941d4e1cae574.jpg,1024,683,256,2882.6655,154.1823,0.0000,255.0000,72.3286,123041,1.0000
108,images/reliable/04c73063c24131fd1fc2984c368f03e226889bbe.jpg,700,390,256,8546.3594,134.8292,0.0000,255.0000,75.8891,85912,1.0000
109,images/reliable/04cafa698bf0bb94d353ab4e0f2671b1b0cdb95a.jpg,1155,1960,256,9614.0625,238.3661,0.0000,255.0000,32.7861,159159,1.0000
110,images/reliable/04dfe6dd0557d9c2e3fe0fd09a3e484f24f539c4.jpg,780,1023,256,7610.3809,157.1788,0.0000,255.0000,65.8346,179848,1.0000
111,images/reliable/04e3b261a5693d23b64b526b8ae32685e9334dc0.jpg,960,641,256,4622.4927,131.4888,0.0000,255.0000,69.0988,95443,1.0000
112,images/reliable/04f29656f886ffdd2e793a64e9b36a0298eb1985.jpg,1024,682,256,11143.0459,99.6289,0.0000,255.0000,67.6053,180806,1.0000
113,images/reliable/050a5ab05dfe90dbbbf1f6ef4bf07f39448fab52.jpg,1024,682,256,1192.9435,131.7709,0.0000,255.0000,47.5766,112865,1.0000
114,images/reliable/050cb6bc9652729367049fca5c6c146b80f22426.jpg,620,349,256,399.6577,49.6659,0.0000,255.0000,39.5434,22734,1.0000
115,images/reliable/05159816f1f506b500d41511a83aa2ceff260741.jpg,480,270,256,1625.2240,82.2207,0.0000,255.0000,61.5952,26586,1.0000
116,images/reliable/053b958478dc422c793f9e25fae61acb5794cb3b.jpg,1200,630,256,2457.3911,110.5602,0.0000,255.0000,89.9126,90119,1.0000
117,images/reliable/0542e838077356123e1f2f79d5a7e14bdc9e98ab.jpg,960,106,256,8231.0879,90.6479,0.0000,255.0000,83.6905,19359,1.0000
118,images/reliable/0553c19e46d2ca5ffd2891cd0062ca1a6abfe26f.jpg,3500,2591,256,2409.8892,20.1140,0.0000,255.0000,39.8496,1881719,1.0000
119,images/reliable/056302db4ef4bee032c1f22b1657a251ea06f562.jpg,540,538,256,1226.8558,99.8008,0.0000,255.0000,43.4933,72018,1.0000
120,images/reliable/056b285193f35fcb970401ba318227c6e6088c69.jpg,458,234,256,3061.2683,245.3556,0.0000,255.0000,28.0689,19550,1.0000
121,images/reliable/056b90648aa181e9568dcb418aacb05e3f3c0464.jpg,600,450,256,2687.3672,157.6319,0.0000,255.0000,55.4064,46655,1.0000
122,images/reliable/056eeac3eb7265a2f8139f84ff24db684f799018.jpg,800,599,256,3437.6765,133.3170,0.0000,255.0000,74.4321,24944,1.0000
123,images/reliable/05733aa44d4a20e85451520923a4ed78ef9eb904.jpg,1200,630,256,3100.0320,166.7720,0.0000,255.0000,65.4332,112070,1.0000
124,images/reliable/057de39a043f7a11504fc69e631625eb2dc87509.jpg,1024,576,248,2380.1321,117.7273,0.0000,247.0000,63.9979,709098,1.0000
125,images/reliable/057eb6baf640c32da315861f69d1bb078ebfbd11.jpg,2200,1466,256,2480.3335,103.7758,0.0000,255.0000,82.0983,1348078,1.0000
126,images/reliable/0582decfa8581a0d5b2928b8332f2cead8f32756.jpg,150,100,256,2706.8599,163.4565,0.0000,255.0000,68.4081,5868,1.0000
127,images/reliable/059c0cd511d88d5490bbbe832707ee13d2bf14bc.jpg,288,216,126,242.0167,180.1552,130.0000,255.0000,31.4637,22631,0.3247
128,images/reliable/05a94f546b6d94f3920480e425dcc28b68799371.jpg,1100,732,256,8698.8027,153.2933,0.0000,255.0000,77.4784,50128,1.0000
129,images/reliable/05aced67d31069264971a1feeebd126af5c81d5d.jpg,1024,576,254,653.3925,87.7844,0.0000,253.0000,73.8593,74093,1.0000
130,images/reliable/05add76964385ac46b615d98cbc6079934d2d6e6.jpg,700,350,256,3203.5847,119.5053,0.0000,255.0000,77.9713,34419,1.0000
131,images/reliable/05af67c092c7655abf2d4b48bd580c9e18195f53.jpg,1024,683,244,1661.6934,115.9626,0.0000,243.0000,79.2315,71929,1.0000
132,images/reliable/05b88be43a7eefe0ff111bb470e38d1445ae4166.jpg,480,320,245,2239.9341,88.6503,0.0000,247.0000,48.8152,42269,1.0000
133,images/reliable/05c237f74e993b59a7174b33dded8a502a29f41c.jpg,700,390,247,1801.1467,93.7343,9.0000,255.0000,65.2568,69062,0.9318
134,images/reliable/05cbed983adc8f3bf6946c68d15d01920752fbb9.jpg,7952,5304,256,3129.9558,92.8118,0.0000,255.0000,70.7224,8451214,1.0000
135,images/reliable/05d874f56070e18affd726e9276d902971dfccb1.jpg,600,450,256,5527.8716,135.3562,0.0000,255.0000,58.4130,60574,1.0000
136,images/reliable/05fbe14e71d40dc6742b4b27e78983c0611e1d2f.jpg,432,243,256,1218.5370,132.9823,0.0000,255.0000,70.1821,28779,1.0000
137,images/reliable/06069ecb443b18374f56d8a7e01d6d28d16936ed.jpg,380,253,256,5242.2646,72.0714,0.0000,255.0000,50.3505,33973,1.0000
138,images/reliable/06070a60bd032aa33f1fc5d58f8f7e30c604e9fd.jpg,300,200,256,1796.7638,105.2553,0.0000,255.0000,65.7128,24412,1.0000
139,images/reliable/060960a3f7ed02767b43b37ddf10c1a05e435154.jpg,732,549,256,11723.8652,186.1464,0.0000,255.0000,73.3969,78972,1.0000
140,images/reliable/0615b60821087fca44f1b70f528064db4d4cc559.jpg,620,306,256,427.3588,52.8592,0.0000,255.0000,52.9672,23316,1.0000
141,images/reliable/061adf51c553e1008bb1f2b51df1f362a9dc64b6.jpg,600,450,256,5528.3740,58.6362,0.0000,255.0000,52.5270,45686,1.0000
142,images/reliable/0620c8c6f1f47aa6c35dedf767cd5c60aac4f18e.jpg,620,413,256,840.9939,135.6132,0.0000,255.0000,77.3586,25429,1.0000
143,images/reliable/0626d2b03fc93619e671512b831eefc8e8f16715.jpg,270,270,256,1469.0345,184.3260,0.0000,255.0000,95.7002,7194,1.0000
144,images/reliable/062af13aba76d4f43f9eb412043d9fc4f2679527.jpg,620,424,256,3910.7820,79.8867,0.0000,255.0000,59.8710,53223,1.0000
145,images/reliable/063151e22b6f5c5e7169a090289dfd0a07e09cb7.jpg,1024,575,256,1983.2524,122.1235,0.0000,255.0000,61.0389,117448,1.0000
146,images/reliable/063e9ac66825f890ae35258d5d0f0a3666f124e1.jpg,660,565,253,1735.3259,152.9899,0.0000,255.0000,48.1467,51132,1.0000
147,images/reliable/063fa213308152636454a1484a08fd656941e24b.jpg,960,640,256,8724.2070,123.0111,0.0000,255.0000,61.9224,155946,1.0000
148,images/reliable/0643d439aab393c6b6f8ed85665b672a9fb8edc4.jpg,1155,648,256,7039.5156,114.9304,0.0000,255.0000,66.9917,206062,1.0000
149,images/reliable/064b31baef681f75b46177c444006ee0a1b57867.jpg,446,660,256,5320.5474,120.3995,0.0000,255.0000,64.1433,54230,1.0000
150,images/reliable/065a10f572895dd114b9c571cd8bf15bb2960430.jpg,660,440,256,2759.0686,53.5305,0.0000,255.0000,55.2345,39377,1.0000
151,images/reliable/06615b08db2d07024bb2a2ca970611feed3b5c15.jpg,600,450,256,5243.5625,156.5318,0.0000,255.0000,75.4332,43106,1.0000
152,images/reliable/068481533a83a36912bd95032b2f365b23274f79.jpg,1024,576,255,596.2151,195.7411,0.0000,255.0000,46.1624,36595,1.0000
153,images/reliable/068d88e6a220e5947c376085baca783d5a6564f7.jpg,3000,1688,256,21211.6836,167.2099,0.0000,255.0000,67.5250,1249488,1.0000
154,images/reliable/069d153111d2e3fa5cc046cf4c1bf8b233b66c19.jpg,663,188,256,2516.6179,213.8514,0.0000,255.0000,74.1281,21847,1.0000
155,images/reliable/06a90096e783434011cc79bf375c0539c0ac5a35.jpg,2400,240,256,8333.1514,236.2233,0.0000,255.0000,50.7842,44102,1.0000
156,images/reliable/06c9f83cf1c6539968e1112ac1d2f3b56305d687.jpg,5760,3840,256,4624.1152,96.9887,0.0000,255.0000,73.2637,5499597,1.0000
157,images/reliable/06ed0d394228456cb1df00fc9f87feeb947a2342.jpg,2400,1565,256,5216.0112,169.1620,0.0000,255.0000,61.1457,264325,1.0000
158,images/reliable/06ef0ce2aa8ed528eafb3b9311d45ad82affd669.jpg,1024,575,251,2475.1714,170.8085,0.0000,255.0000,55.9149,81854,1.0000
159,images/reliable/06f06715d41ad4be7f774ec892ddccd8c73f200a.jpg,600,400,256,2145.3020,100.5691,0.0000,255.0000,72.9441,37453,1.0000
161,images/reliable/06f8abe7f2f178e1dfa4456aba27652906d51b91.jpg,620,844,256,10932.4590,219.4842,0.0000,255.0000,65.2077,36649,1.0000
162,images/reliable/0709de35276542e084d45a2af29a01d3a6ef4c23.jpg,100,100,249,861.0952,123.3216,0.0000,255.0000,58.3864,7602,1.0000
163,images/reliable/0709ea2f5317cf453a0742ecd1fdce7d03ca28d4.jpg,760,1154,199,1913.4463,252.4134,49.0000,255.0000,13.2922,32535,0.6776
164,images/reliable/070b7b1d359aa7794dd9306fede9749bb1c17ff3.jpg,1080,1080,256,4101.8315,114.9059,0.0000,255.0000,64.9723,72004,1.0000
165,images/reliable/070f0f85ceae2c20e40aed89b9440f5d08732ce8.jpg,100,100,229,1789.4080,74.1118,0.0000,232.0000,48.3489,1875,1.0000
166,images/reliable/0726b56e9612af9b095bbdb7c6bf1a98dc1d2869.jpg,900,600,256,4245.3950,141.5943,0.0000,255.0000,71.2092,96728,1.0000
167,images/reliable/07281d5401d299e5e4c8ab11f1908613c5217465.jpg,100,100,256,1924.4965,79.5434,0.0000,255.0000,51.8878,2286,1.0000
168,images/reliable/0746ab907c110da64f017e7b9aad59d59e192ad0.jpg,1024,575,256,4831.6343,158.0615,0.0000,255.0000,60.7177,102193,1.0000
169,images/reliable/075eb4a88a2bf1fb75eff7427c200a225dd0c4b5.jpg,600,450,256,4885.9043,90.7538,0.0000,255.0000,70.6861,45304,1.0000
170,images/reliable/0780c36b5c2e93ad4368bd031a28a122408675d1.jpg,981,992,256,3154.9243,92.5886,0.0000,255.0000,64.9222,105134,1.0000
171,images/reliable/079609944e3d6c99906b6548a984f5a342e6353a.jpg,480,320,256,2581.3030,93.7203,0.0000,255.0000,76.7711,46185,1.0000
172,images/reliable/07ac0e86d76e890c5a0a5fe6c7ed98b17c526ef7.jpg,600,450,256,3523.8774,110.4991,0.0000,255.0000,72.8542,37975,1.0000
173,images/reliable/07bf0e29ba1d7ac38e75ce0c8497dda7f15efe88.jpg,288,216,113,115.3780,176.6359,142.0000,255.0000,33.3430,3717,0.2846
174,images/reliable/07cb5d0eb8d7ef3de6b40072504f910a399012f6.jpg,1706,2560,256,8562.2998,118.1639,0.0000,255.0000,64.7490,940171,1.0000
175,images/reliable/07d270553084f443b9e687b79b8aa86fa62f5577.jpg,700,390,256,8535.6104,134.7897,0.0000,255.0000,75.8741,85777,1.0000
176,images/reliable/07d3dc3cccd040b753f1b0f1175d576eff294fbd.jpg,1024,761,256,4766.2622,218.6071,0.0000,255.0000,62.4425,72387,1.0000
177,images/reliable/07e01fc6d332718d6f1269387cc09d3f9157561f.jpg,5500,3669,256,10057.3760,56.5918,0.0000,255.0000,63.5499,4877964,1.0000
